enc_class	enc_method	exp	kind	class	method	param	index	uri
fw.Main#$@$#main(java.lang.String[])#$@$#new Test().run#$@$#METHOD	fw.Test	run()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/Test.java
fw.equality.ReferenceMatcher#$@$#raiseFailure(java.lang.Object)#$@$#value#$@$#PARAMETER	fw.equality.ReferenceMatcher	raiseFailure(java.lang.Object)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/equality/ReferenceMatcher.java
fw.equality.ReferenceMatcher#$@$#printNegationSuccess(java.lang.Object)#$@$#Log.success#$@$#METHOD	fw.Log	success(java.lang.String,java.lang.Object[])	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/Log.java
fw.equality.ReferenceMatcher#$@$#printNegationSuccess(java.lang.Object)#$@$#Integer.valueOf#$@$#METHOD	java.lang.Integer	valueOf(int)	null	null	null
fw.equality.ReferenceMatcher#$@$#printNegationSuccess(java.lang.Object)#$@$#System.identityHashCode#$@$#METHOD	java.lang.System	identityHashCode(java.lang.Object)	null	null	null
fw.equality.ReferenceMatcher#$@$#printNegationSuccess(java.lang.Object)#$@$#_value#$@$#FIELD	fw.equality.ReferenceMatcher	null	_value	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/equality/ReferenceMatcher.java
fw.equality.ReferenceMatcher#$@$#printNegationSuccess(java.lang.Object)#$@$#Integer.valueOf#$@$#METHOD	java.lang.Integer	valueOf(int)	null	null	null
fw.equality.ReferenceMatcher#$@$#printNegationSuccess(java.lang.Object)#$@$#System.identityHashCode#$@$#METHOD	java.lang.System	identityHashCode(java.lang.Object)	null	null	null
fw.equality.ReferenceMatcher#$@$#printNegationSuccess(java.lang.Object)#$@$#value#$@$#PARAMETER	fw.equality.ReferenceMatcher	printNegationSuccess(java.lang.Object)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/equality/ReferenceMatcher.java
fw.equality.ReferenceMatcher#$@$#raiseNegationFailure(java.lang.Object)#$@$#Log.error#$@$#METHOD	fw.Log	error(java.lang.String,java.lang.Object[])	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/Log.java
fw.equality.ReferenceMatcher#$@$#raiseNegationFailure(java.lang.Object)#$@$#Integer.valueOf#$@$#METHOD	java.lang.Integer	valueOf(int)	null	null	null
fw.equality.ReferenceMatcher#$@$#raiseNegationFailure(java.lang.Object)#$@$#System.identityHashCode#$@$#METHOD	java.lang.System	identityHashCode(java.lang.Object)	null	null	null
fw.equality.ReferenceMatcher#$@$#raiseNegationFailure(java.lang.Object)#$@$#_value#$@$#FIELD	fw.equality.ReferenceMatcher	null	_value	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/equality/ReferenceMatcher.java
fw.equality.ValueMatcher#$@$#ValueMatcher(java.lang.Object)#$@$#value#$@$#PARAMETER	fw.equality.ValueMatcher	ValueMatcher(java.lang.Object)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/equality/ValueMatcher.java
fw.equality.ValueMatcher#$@$#ValueMatcher(java.lang.Object)#$@$#_value#$@$#FIELD	fw.equality.ValueMatcher	null	_value	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/equality/ValueMatcher.java
fw.equality.ValueMatcher#$@$#ValueMatcher(java.lang.Object)#$@$#value#$@$#PARAMETER	fw.equality.ValueMatcher	ValueMatcher(java.lang.Object)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/equality/ValueMatcher.java
fw.equality.ValueMatcher#$@$#evaluate(java.lang.Object)#$@$#_value.equals#$@$#METHOD	java.lang.Object	equals(java.lang.Object)	null	null	null
fw.equality.ValueMatcher#$@$#evaluate(java.lang.Object)#$@$#_value#$@$#FIELD	fw.equality.ValueMatcher	null	_value	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/equality/ValueMatcher.java
fw.equality.ValueMatcher#$@$#evaluate(java.lang.Object)#$@$#value#$@$#PARAMETER	fw.equality.ValueMatcher	evaluate(java.lang.Object)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/equality/ValueMatcher.java
fw.equality.ValueMatcher#$@$#printSuccess(java.lang.Object)#$@$#Log.success#$@$#METHOD	fw.Log	success(java.lang.String,java.lang.Object[])	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/Log.java
fw.equality.ValueMatcher#$@$#printSuccess(java.lang.Object)#$@$#_value#$@$#FIELD	fw.equality.ValueMatcher	null	_value	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/equality/ValueMatcher.java
fw.equality.ValueMatcher#$@$#raiseFailure(java.lang.Object)#$@$#Log.error#$@$#METHOD	fw.Log	error(java.lang.String,java.lang.Object[])	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/Log.java
fw.equality.ValueMatcher#$@$#raiseFailure(java.lang.Object)#$@$#_value#$@$#FIELD	fw.equality.ValueMatcher	null	_value	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/equality/ValueMatcher.java
fw.equality.ValueMatcher#$@$#raiseFailure(java.lang.Object)#$@$#value#$@$#PARAMETER	fw.equality.ValueMatcher	raiseFailure(java.lang.Object)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/equality/ValueMatcher.java
fw.equality.ValueMatcher#$@$#printNegationSuccess(java.lang.Object)#$@$#Log.success#$@$#METHOD	fw.Log	success(java.lang.String,java.lang.Object[])	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/Log.java
fw.equality.ValueMatcher#$@$#printNegationSuccess(java.lang.Object)#$@$#_value#$@$#FIELD	fw.equality.ValueMatcher	null	_value	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/equality/ValueMatcher.java
fw.equality.ValueMatcher#$@$#printNegationSuccess(java.lang.Object)#$@$#value#$@$#PARAMETER	fw.equality.ValueMatcher	printNegationSuccess(java.lang.Object)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/equality/ValueMatcher.java
fw.equality.ValueMatcher#$@$#raiseNegationFailure(java.lang.Object)#$@$#Log.error#$@$#METHOD	fw.Log	error(java.lang.String,java.lang.Object[])	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/Log.java
fw.equality.ValueMatcher#$@$#raiseNegationFailure(java.lang.Object)#$@$#_value#$@$#FIELD	fw.equality.ValueMatcher	null	_value	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/equality/ValueMatcher.java
fw.utils.Converter#$@$#toCollection(T[])#$@$#Arrays.asList#$@$#METHOD	java.util.Arrays	asList(T[])	null	null	null
fw.utils.Converter#$@$#toCollection(T[])#$@$#array#$@$#PARAMETER	fw.utils.Converter	toCollection(T[])	array	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/utils/Converter.java
fw.utils.Converter#$@$#toCollection(byte[])#$@$#array#$@$#PARAMETER	fw.utils.Converter	toCollection(byte[])	array	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/utils/Converter.java
fw.utils.Converter#$@$#toCollection(byte[])#$@$#collection.add#$@$#METHOD	java.util.ArrayList	add(E)	null	null	null
fw.utils.Converter#$@$#toCollection(byte[])#$@$#Byte.valueOf#$@$#METHOD	java.lang.Byte	valueOf(byte)	null	null	null
fw.utils.Converter#$@$#toCollection(boolean[])#$@$#array#$@$#PARAMETER	fw.utils.Converter	toCollection(boolean[])	array	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/utils/Converter.java
fw.utils.Converter#$@$#toCollection(boolean[])#$@$#collection.add#$@$#METHOD	java.util.ArrayList	add(E)	null	null	null
fw.utils.Converter#$@$#toCollection(boolean[])#$@$#Boolean.valueOf#$@$#METHOD	java.lang.Boolean	valueOf(boolean)	null	null	null
fw.utils.Converter#$@$#toCollection(char[])#$@$#array#$@$#PARAMETER	fw.utils.Converter	toCollection(char[])	array	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/utils/Converter.java
fw.utils.Converter#$@$#toCollection(char[])#$@$#collection.add#$@$#METHOD	java.util.ArrayList	add(E)	null	null	null
fw.utils.Converter#$@$#toCollection(char[])#$@$#Character.valueOf#$@$#METHOD	java.lang.Character	valueOf(char)	null	null	null
fw.utils.Converter#$@$#toCollection(short[])#$@$#array#$@$#PARAMETER	fw.utils.Converter	toCollection(short[])	array	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/utils/Converter.java
fw.utils.Converter#$@$#toCollection(short[])#$@$#collection.add#$@$#METHOD	java.util.ArrayList	add(E)	null	null	null
fw.utils.Converter#$@$#toCollection(short[])#$@$#Short.valueOf#$@$#METHOD	java.lang.Short	valueOf(short)	null	null	null
fw.utils.Converter#$@$#toCollection(int[])#$@$#array#$@$#PARAMETER	fw.utils.Converter	toCollection(int[])	array	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/utils/Converter.java
fw.utils.Converter#$@$#toCollection(int[])#$@$#collection.add#$@$#METHOD	java.util.ArrayList	add(E)	null	null	null
fw.utils.Converter#$@$#toCollection(int[])#$@$#Integer.valueOf#$@$#METHOD	java.lang.Integer	valueOf(int)	null	null	null
fw.utils.Converter#$@$#toCollection(long[])#$@$#array#$@$#PARAMETER	fw.utils.Converter	toCollection(long[])	array	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/utils/Converter.java
fw.utils.Converter#$@$#toCollection(long[])#$@$#collection.add#$@$#METHOD	java.util.ArrayList	add(E)	null	null	null
fw.utils.Converter#$@$#toCollection(long[])#$@$#Long.valueOf#$@$#METHOD	java.lang.Long	valueOf(long)	null	null	null
fw.utils.Converter#$@$#toCollection(float[])#$@$#array#$@$#PARAMETER	fw.utils.Converter	toCollection(float[])	array	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/utils/Converter.java
fw.utils.Converter#$@$#toCollection(float[])#$@$#collection.add#$@$#METHOD	java.util.ArrayList	add(E)	null	null	null
fw.utils.Converter#$@$#toCollection(float[])#$@$#Float.valueOf#$@$#METHOD	java.lang.Float	valueOf(float)	null	null	null
fw.utils.Converter#$@$#toCollection(double[])#$@$#array#$@$#PARAMETER	fw.utils.Converter	toCollection(double[])	array	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/utils/Converter.java
fw.utils.Converter#$@$#toCollection(double[])#$@$#collection.add#$@$#METHOD	java.util.ArrayList	add(E)	null	null	null
fw.utils.Converter#$@$#toCollection(double[])#$@$#Double.valueOf#$@$#METHOD	java.lang.Double	valueOf(double)	null	null	null
fw.values.NullMatcher#$@$#evaluate(java.lang.Object)#$@$#value#$@$#PARAMETER	fw.values.NullMatcher	evaluate(java.lang.Object)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/NullMatcher.java
fw.values.NullMatcher#$@$#printSuccess(java.lang.Object)#$@$#success#$@$#METHOD	fw.values.NullMatcher	success(boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/NullMatcher.java
fw.values.NullMatcher#$@$#raiseFailure(java.lang.Object)#$@$#error#$@$#METHOD	fw.values.NullMatcher	error(java.lang.Object)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/NullMatcher.java
fw.values.NullMatcher#$@$#raiseFailure(java.lang.Object)#$@$#value#$@$#PARAMETER	fw.values.NullMatcher	raiseFailure(java.lang.Object)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/NullMatcher.java
fw.values.NullMatcher#$@$#printNegationSuccess(java.lang.Object)#$@$#success#$@$#METHOD	fw.values.NullMatcher	success(boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/NullMatcher.java
fw.values.NullMatcher#$@$#raiseNegationFailure(java.lang.Object)#$@$#error#$@$#METHOD	fw.values.NullMatcher	error(java.lang.Object)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/NullMatcher.java
fw.values.NullMatcher#$@$#raiseNegationFailure(java.lang.Object)#$@$#value#$@$#PARAMETER	fw.values.NullMatcher	raiseNegationFailure(java.lang.Object)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/NullMatcher.java
fw.values.NullMatcher#$@$#success(boolean)#$@$#Log.success#$@$#METHOD	fw.Log	success(java.lang.String,java.lang.Object[])	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/Log.java
fw.values.NullMatcher#$@$#success(boolean)#$@$#isNull#$@$#PARAMETER	fw.values.NullMatcher	success(boolean)	isNull	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/NullMatcher.java
fw.values.NullMatcher#$@$#error(java.lang.Object)#$@$#Log.error#$@$#METHOD	fw.Log	error(java.lang.String,java.lang.Object[])	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/Log.java
fw.values.NullMatcher#$@$#error(java.lang.Object)#$@$#value#$@$#PARAMETER	fw.values.NullMatcher	error(java.lang.Object)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/NullMatcher.java
fw.values.NullMatcher#$@$#error(java.lang.Object)#$@$#value#$@$#PARAMETER	fw.values.NullMatcher	error(java.lang.Object)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/NullMatcher.java
fw.values.NullMatcher#$@$#error(java.lang.Object)#$@$#System.identityHashCode#$@$#METHOD	java.lang.System	identityHashCode(java.lang.Object)	null	null	null
fw.values.NullMatcher#$@$#error(java.lang.Object)#$@$#value#$@$#PARAMETER	fw.values.NullMatcher	error(java.lang.Object)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/NullMatcher.java
fw.values.NullMatcher#$@$#error(java.lang.Object)#$@$#value.getClass#$@$#METHOD	java.lang.Object	getClass()	null	null	null
fw.values.NullMatcher#$@$#error(java.lang.Object)#$@$#value#$@$#PARAMETER	fw.values.NullMatcher	error(java.lang.Object)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/NullMatcher.java
fw.values.BooleanMatcher#$@$#BooleanMatcher(boolean)#$@$#_expectedValue#$@$#FIELD	fw.values.BooleanMatcher	null	_expectedValue	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/BooleanMatcher.java
fw.values.BooleanMatcher#$@$#BooleanMatcher(boolean)#$@$#value#$@$#PARAMETER	fw.values.BooleanMatcher	BooleanMatcher(boolean)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/BooleanMatcher.java
fw.values.BooleanMatcher#$@$#evaluate(java.lang.Boolean)#$@$#_expectedValue#$@$#FIELD	fw.values.BooleanMatcher	null	_expectedValue	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/BooleanMatcher.java
fw.values.BooleanMatcher#$@$#evaluate(java.lang.Boolean)#$@$#value.booleanValue#$@$#METHOD	java.lang.Boolean	booleanValue()	null	null	null
fw.values.BooleanMatcher#$@$#evaluate(java.lang.Boolean)#$@$#value#$@$#PARAMETER	fw.values.BooleanMatcher	evaluate(java.lang.Boolean)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/BooleanMatcher.java
fw.values.BooleanMatcher#$@$#printSuccess(java.lang.Boolean)#$@$#success#$@$#METHOD	fw.values.BooleanMatcher	success(java.lang.Boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/BooleanMatcher.java
fw.values.BooleanMatcher#$@$#printSuccess(java.lang.Boolean)#$@$#value#$@$#PARAMETER	fw.values.BooleanMatcher	printSuccess(java.lang.Boolean)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/BooleanMatcher.java
fw.values.BooleanMatcher#$@$#raiseFailure(java.lang.Boolean)#$@$#error#$@$#METHOD	fw.values.BooleanMatcher	error(java.lang.Boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url49fd521e8b_Kineolyan_JSpec_tgz-pJ8-fw_MainJ8/src/fw/values/BooleanMatcher.java
