enc_class	enc_method	exp	kind	class	method	param	index	uri
martin.gui.Main#$@$#main(java.lang.String[])#$@$#quantumTeleport#$@$#METHOD	martin.gui.Main	quantumTeleport()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/Main.java
martin.gui.Main#$@$#moreComplicatedTest()#$@$#Tools.logger.println#$@$#METHOD	java.io.PrintStream	println(java.lang.Object)	null	null	null
martin.gui.Main#$@$#moreComplicatedTest()#$@$#martin.quantum.tools.Tools.logger#$@$#FIELD	martin.quantum.tools.Tools	null	logger	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#setTitle#$@$#METHOD	java.awt.Dialog	setTitle(java.lang.String)	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#setBounds#$@$#METHOD	java.awt.Window	setBounds(int,int,int,int)	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#getContentPane().setLayout#$@$#METHOD	java.awt.Container	setLayout(java.awt.LayoutManager)	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#getContentPane#$@$#METHOD	javax.swing.JDialog	getContentPane()	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#contentPanel.setBorder#$@$#METHOD	javax.swing.JComponent	setBorder(javax.swing.border.Border)	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#contentPanel#$@$#FIELD	martin.gui.AboutDialog	null	contentPanel	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/AboutDialog.java
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#getContentPane().add#$@$#METHOD	java.awt.Container	add(java.awt.Component,java.lang.Object)	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#getContentPane#$@$#METHOD	javax.swing.JDialog	getContentPane()	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#contentPanel#$@$#FIELD	martin.gui.AboutDialog	null	contentPanel	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/AboutDialog.java
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#java.awt.BorderLayout.CENTER#$@$#FIELD	java.awt.BorderLayout	null	CENTER	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#contentPanel.setLayout#$@$#METHOD	java.awt.Container	setLayout(java.awt.LayoutManager)	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#contentPanel#$@$#FIELD	martin.gui.AboutDialog	null	contentPanel	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/AboutDialog.java
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#txtpnDeveloperMartinMarinov.setText#$@$#METHOD	javax.swing.JEditorPane	setText(java.lang.String)	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#txtpnDeveloperMartinMarinov.setBackground#$@$#METHOD	javax.swing.JComponent	setBackground(java.awt.Color)	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#java.awt.SystemColor.control#$@$#FIELD	java.awt.SystemColor	null	control	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#txtpnDeveloperMartinMarinov.setEditable#$@$#METHOD	javax.swing.text.JTextComponent	setEditable(boolean)	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#contentPanel.add#$@$#METHOD	java.awt.Container	add(java.awt.Component,java.lang.Object)	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#contentPanel#$@$#FIELD	martin.gui.AboutDialog	null	contentPanel	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/AboutDialog.java
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#java.awt.BorderLayout.CENTER#$@$#FIELD	java.awt.BorderLayout	null	CENTER	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#buttonPane.setLayout#$@$#METHOD	java.awt.Container	setLayout(java.awt.LayoutManager)	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#java.awt.FlowLayout.RIGHT#$@$#FIELD	java.awt.FlowLayout	null	RIGHT	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#getContentPane().add#$@$#METHOD	java.awt.Container	add(java.awt.Component,java.lang.Object)	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#getContentPane#$@$#METHOD	javax.swing.JDialog	getContentPane()	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#java.awt.BorderLayout.SOUTH#$@$#FIELD	java.awt.BorderLayout	null	SOUTH	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#okButton.addActionListener#$@$#METHOD	javax.swing.AbstractButton	addActionListener(java.awt.event.ActionListener)	null	null	null
martin.gui.AboutDialog$1#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#AboutDialog.this.setVisible#$@$#METHOD	java.awt.Dialog	setVisible(boolean)	null	null	null
martin.gui.AboutDialog$1#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#AboutDialog.this#$@$#FIELD	martin.gui.AboutDialog	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/AboutDialog.java
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#okButton.setActionCommand#$@$#METHOD	javax.swing.AbstractButton	setActionCommand(java.lang.String)	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#buttonPane.add#$@$#METHOD	java.awt.Container	add(java.awt.Component)	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#getRootPane().setDefaultButton#$@$#METHOD	javax.swing.JRootPane	setDefaultButton(javax.swing.JButton)	null	null	null
martin.gui.AboutDialog#$@$#AboutDialog()#$@$#getRootPane#$@$#METHOD	javax.swing.JDialog	getRootPane()	null	null	null
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.gui.MathTest.disableSimplification#$@$#FIELD	martin.gui.MathTest	null	disableSimplification	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.quantum.tools.Tools.SIMPLIFICATION_ENABLED#$@$#FIELD	martin.quantum.tools.Tools	null	SIMPLIFICATION_ENABLED	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.math.MathExpression.DEEP_SIMPLIFY#$@$#FIELD	martin.math.MathExpression	null	DEEP_SIMPLIFY	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/math/MathExpression.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#Tools.logger.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.quantum.tools.Tools.logger#$@$#FIELD	martin.quantum.tools.Tools	null	logger	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.gui.MathTest.string#$@$#FIELD	martin.gui.MathTest	null	string	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.gui.MathTest.testid#$@$#FIELD	martin.gui.MathTest	null	testid	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#testParse#$@$#METHOD	martin.gui.MathTest	testParse(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.gui.MathTest.string#$@$#FIELD	martin.gui.MathTest	null	string	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#testMaths#$@$#METHOD	martin.gui.MathTest	testMaths(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.gui.MathTest.string#$@$#FIELD	martin.gui.MathTest	null	string	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.quantum.tools.Tools.SIMPLIFICATION_ENABLED#$@$#FIELD	martin.quantum.tools.Tools	null	SIMPLIFICATION_ENABLED	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#testMaths#$@$#METHOD	martin.gui.MathTest	testMaths(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.gui.MathTest.string#$@$#FIELD	martin.gui.MathTest	null	string	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#testMaths#$@$#METHOD	martin.gui.MathTest	testMaths(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.gui.MathTest.string2#$@$#FIELD	martin.gui.MathTest	null	string2	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.quantum.tools.Tools.SIMPLIFICATION_ENABLED#$@$#FIELD	martin.quantum.tools.Tools	null	SIMPLIFICATION_ENABLED	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#mi.multiply#$@$#METHOD	martin.math.MathsItem	multiply(martin.math.MathsItem)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/math/MathsItem.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#Tools.logger.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.quantum.tools.Tools.logger#$@$#FIELD	martin.quantum.tools.Tools	null	logger	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#mi.getValue#$@$#METHOD	martin.math.MathsItem	getValue(java.util.HashMap)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/math/MathsItem.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.gui.MathTest.pairs#$@$#FIELD	martin.gui.MathTest	null	pairs	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.quantum.tools.Tools.SIMPLIFICATION_ENABLED#$@$#FIELD	martin.quantum.tools.Tools	null	SIMPLIFICATION_ENABLED	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#MathsParser.parse#$@$#METHOD	martin.math.MathsParser	parse(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/math/MathsParser.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#Tools.trimAndCheckBrackets#$@$#METHOD	martin.quantum.tools.Tools	trimAndCheckBrackets(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.gui.MathTest.string#$@$#FIELD	martin.gui.MathTest	null	string	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#Tools.logger.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.quantum.tools.Tools.logger#$@$#FIELD	martin.quantum.tools.Tools	null	logger	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#mii.getValue#$@$#METHOD	martin.math.MathsItem	getValue(java.util.HashMap)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/math/MathsItem.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.gui.MathTest.pairs#$@$#FIELD	martin.gui.MathTest	null	pairs	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.quantum.tools.Tools.SIMPLIFICATION_ENABLED#$@$#FIELD	martin.quantum.tools.Tools	null	SIMPLIFICATION_ENABLED	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#mii.simplify#$@$#METHOD	martin.math.MathsItem	simplify()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/math/MathsItem.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#Tools.logger.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.quantum.tools.Tools.logger#$@$#FIELD	martin.quantum.tools.Tools	null	logger	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#mii.getValue#$@$#METHOD	martin.math.MathsItem	getValue(java.util.HashMap)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/math/MathsItem.java
martin.gui.MathTest#$@$#main(java.lang.String[])#$@$#martin.gui.MathTest.pairs#$@$#FIELD	martin.gui.MathTest	null	pairs	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#Runtime.getRuntime#$@$#METHOD	java.lang.Runtime	getRuntime()	null	null	null
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#runtime.totalMemory#$@$#METHOD	java.lang.Runtime	totalMemory()	null	null	null
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#runtime.freeMemory#$@$#METHOD	java.lang.Runtime	freeMemory()	null	null	null
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#System.currentTimeMillis#$@$#METHOD	java.lang.System	currentTimeMillis()	null	null	null
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#MathsParser.parse#$@$#METHOD	martin.math.MathsParser	parse(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/math/MathsParser.java
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#Tools.trimAndCheckBrackets#$@$#METHOD	martin.quantum.tools.Tools	trimAndCheckBrackets(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#StrinsToParse#$@$#PARAMETER	martin.gui.MathTest	testMaths(java.lang.String)	StrinsToParse	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#Tools.logger.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#martin.quantum.tools.Tools.logger#$@$#FIELD	martin.quantum.tools.Tools	null	logger	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#it.getValue#$@$#METHOD	martin.math.MathsItem	getValue(java.util.HashMap)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/math/MathsItem.java
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#martin.gui.MathTest.pairs#$@$#FIELD	martin.gui.MathTest	null	pairs	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/gui/MathTest.java
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#Tools.logger.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#martin.quantum.tools.Tools.logger#$@$#FIELD	martin.quantum.tools.Tools	null	logger	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#System.currentTimeMillis#$@$#METHOD	java.lang.System	currentTimeMillis()	null	null	null
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#runtime.totalMemory#$@$#METHOD	java.lang.Runtime	totalMemory()	null	null	null
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#runtime.freeMemory#$@$#METHOD	java.lang.Runtime	freeMemory()	null	null	null
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#Tools.logger.printf#$@$#METHOD	java.io.PrintStream	printf(java.lang.String,java.lang.Object[])	null	null	null
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#martin.quantum.tools.Tools.logger#$@$#FIELD	martin.quantum.tools.Tools	null	logger	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#Tools.logger.printf#$@$#METHOD	java.io.PrintStream	printf(java.lang.String,java.lang.Object[])	null	null	null
martin.gui.MathTest#$@$#testMaths(java.lang.String)#$@$#martin.quantum.tools.Tools.logger#$@$#FIELD	martin.quantum.tools.Tools	null	logger	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#testParse(java.lang.String)#$@$#Tools.printTuples#$@$#METHOD	martin.quantum.tools.Tools	printTuples(java.util.ArrayList)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#testParse(java.lang.String)#$@$#Tools.splitByTopLevel#$@$#METHOD	martin.quantum.tools.Tools	splitByTopLevel(java.lang.String,char[],boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
martin.gui.MathTest#$@$#testParse(java.lang.String)#$@$#Tools.trimAndCheckBrackets#$@$#METHOD	martin.quantum.tools.Tools	trimAndCheckBrackets(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url416ee5b4ee_martinmarinov_HonProj_tgz-pJ8-martin_gui_MainJ8/src/martin/quantum/tools/Tools.java
