enc_class	enc_method	exp	kind	class	method	param	index	uri
ru.spbau.amanov.drunkard.Application#$@$#main(java.lang.String[])#$@$#game.run#$@$#METHOD	ru.spbau.amanov.drunkard.Game	run()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/Game.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#randomMove()#$@$#field.getObject#$@$#METHOD	ru.spbau.amanov.drunkard.AbstractField	getObject(ru.spbau.amanov.drunkard.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/AbstractField.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#randomMove()#$@$#field#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#randomMove()#$@$#nextPosition#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	nextPosition	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#randomMove()#$@$#collisionObj.accept#$@$#METHOD	ru.spbau.amanov.drunkard.GameObjects.GameObject	accept(ru.spbau.amanov.drunkard.ICollisionVisitor)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/GameObject.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#randomMove()#$@$#this#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#randomMove()#$@$#setVisited#$@$#METHOD	ru.spbau.amanov.drunkard.GameObjects.GameObject	setVisited(boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/GameObject.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#setState(ru.spbau.amanov.drunkard.GameObjects.Drunkard.State)#$@$#state#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	state	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#setState(ru.spbau.amanov.drunkard.GameObjects.Drunkard.State)#$@$#s#$@$#PARAMETER	ru.spbau.amanov.drunkard.GameObjects.Drunkard	setState(ru.spbau.amanov.drunkard.GameObjects.Drunkard.State)	s	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#getState()#$@$#state#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	state	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#collisionWith(ru.spbau.amanov.drunkard.GameObjects.Drunkard)#$@$#obj.getState#$@$#METHOD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	getState()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#collisionWith(ru.spbau.amanov.drunkard.GameObjects.Drunkard)#$@$#obj#$@$#PARAMETER	ru.spbau.amanov.drunkard.GameObjects.Drunkard	collisionWith(ru.spbau.amanov.drunkard.GameObjects.Drunkard)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#collisionWith(ru.spbau.amanov.drunkard.GameObjects.Drunkard)#$@$#state#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	state	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#collisionWith(ru.spbau.amanov.drunkard.GameObjects.Column)#$@$#state#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	state	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#collisionWith(ru.spbau.amanov.drunkard.GameObjects.Bottle)#$@$#state#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	state	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#collisionWith(ru.spbau.amanov.drunkard.GameObjects.Empty)#$@$#field.removeObject#$@$#METHOD	ru.spbau.amanov.drunkard.AbstractField	removeObject(ru.spbau.amanov.drunkard.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/AbstractField.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#collisionWith(ru.spbau.amanov.drunkard.GameObjects.Empty)#$@$#field#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#collisionWith(ru.spbau.amanov.drunkard.GameObjects.Empty)#$@$#position#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.GameObject	null	position	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/GameObject.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#collisionWith(ru.spbau.amanov.drunkard.GameObjects.Empty)#$@$#field.addObject#$@$#METHOD	ru.spbau.amanov.drunkard.AbstractField	addObject(ru.spbau.amanov.drunkard.GameObjects.GameObject,ru.spbau.amanov.drunkard.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/AbstractField.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#collisionWith(ru.spbau.amanov.drunkard.GameObjects.Empty)#$@$#field#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#collisionWith(ru.spbau.amanov.drunkard.GameObjects.Empty)#$@$#this#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#collisionWith(ru.spbau.amanov.drunkard.GameObjects.Empty)#$@$#nextPosition#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	nextPosition	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#collisionWith(ru.spbau.amanov.drunkard.GameObjects.Empty)#$@$#tryToLooseBottle#$@$#METHOD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	tryToLooseBottle()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#collisionWith(ru.spbau.amanov.drunkard.GameObjects.Empty)#$@$#position#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.GameObject	null	position	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/GameObject.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#collisionWith(ru.spbau.amanov.drunkard.GameObjects.Empty)#$@$#nextPosition#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	nextPosition	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#isLying()#$@$#state#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	state	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#isSleep()#$@$#state#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	state	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#tryToLooseBottle()#$@$#randomGenerator.nextInt#$@$#METHOD	java.util.Random	nextInt(int)	null	null	null
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#tryToLooseBottle()#$@$#randomGenerator#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	randomGenerator	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#tryToLooseBottle()#$@$#ru.spbau.amanov.drunkard.GameConfig.BOTTLE_LOOSE_PROBABILITY#$@$#FIELD	ru.spbau.amanov.drunkard.GameConfig	null	BOTTLE_LOOSE_PROBABILITY	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameConfig.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#tryToLooseBottle()#$@$#bottle#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	bottle	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#tryToLooseBottle()#$@$#bottle.setPosition#$@$#METHOD	ru.spbau.amanov.drunkard.GameObjects.GameObject	setPosition(ru.spbau.amanov.drunkard.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/GameObject.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#tryToLooseBottle()#$@$#bottle#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	bottle	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#tryToLooseBottle()#$@$#position#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.GameObject	null	position	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/GameObject.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#tryToLooseBottle()#$@$#field.addObject#$@$#METHOD	ru.spbau.amanov.drunkard.AbstractField	addObject(ru.spbau.amanov.drunkard.GameObjects.GameObject,ru.spbau.amanov.drunkard.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/AbstractField.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#tryToLooseBottle()#$@$#field#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	field	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#tryToLooseBottle()#$@$#bottle#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	bottle	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#tryToLooseBottle()#$@$#position#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.GameObject	null	position	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/GameObject.java
ru.spbau.amanov.drunkard.GameObjects.Drunkard#$@$#tryToLooseBottle()#$@$#bottle#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.Drunkard	null	bottle	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/Drunkard.java
ru.spbau.amanov.drunkard.GameObjects.GameObject#$@$#getPos()#$@$#position#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.GameObject	null	position	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/GameObject.java
ru.spbau.amanov.drunkard.GameObjects.GameObject#$@$#setPosition(ru.spbau.amanov.drunkard.Position)#$@$#position#$@$#FIELD	ru.spbau.amanov.drunkard.GameObjects.GameObject	null	position	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlae87f3aacb_kamanov_Drunkard_tgz-pJ8-ru_spbau_amanov_drunkard_ApplicationJ8/src/ru/spbau/amanov/drunkard/GameObjects/GameObject.java
