enc_class	enc_method	exp	kind	class	method	param	index	uri
cz.dusanrychnovsky.AppTest#$@$#AppTest(java.lang.String)#$@$#testName#$@$#PARAMETER	cz.dusanrychnovsky.AppTest	AppTest(java.lang.String)	testName	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/AppTest.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#Player(cz.dusanrychnovsky.chessendgames.core.Player.Color)#$@$#this#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#Player(cz.dusanrychnovsky.chessendgames.core.Player.Color)#$@$#color#$@$#PARAMETER	cz.dusanrychnovsky.chessendgames.core.Player	Player(cz.dusanrychnovsky.chessendgames.core.Player.Color)	color	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#setOpponent(cz.dusanrychnovsky.chessendgames.core.Player)#$@$#this.opponent#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	opponent	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#setOpponent(cz.dusanrychnovsky.chessendgames.core.Player)#$@$#this#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#setOpponent(cz.dusanrychnovsky.chessendgames.core.Player)#$@$#this.opponent#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	opponent	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#setOpponent(cz.dusanrychnovsky.chessendgames.core.Player)#$@$#this#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#setOpponent(cz.dusanrychnovsky.chessendgames.core.Player)#$@$#opponent#$@$#PARAMETER	cz.dusanrychnovsky.chessendgames.core.Player	setOpponent(cz.dusanrychnovsky.chessendgames.core.Player)	opponent	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#addPiece(cz.dusanrychnovsky.chessendgames.core.Piece)#$@$#this#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#addPiece(cz.dusanrychnovsky.chessendgames.core.Piece)#$@$#piece.getPlayer#$@$#METHOD	cz.dusanrychnovsky.chessendgames.core.Piece	getPlayer()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Piece.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#addPiece(cz.dusanrychnovsky.chessendgames.core.Piece)#$@$#piece#$@$#PARAMETER	cz.dusanrychnovsky.chessendgames.core.Player	addPiece(cz.dusanrychnovsky.chessendgames.core.Piece)	piece	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#addPiece(cz.dusanrychnovsky.chessendgames.core.Piece)#$@$#piece#$@$#PARAMETER	cz.dusanrychnovsky.chessendgames.core.Player	addPiece(cz.dusanrychnovsky.chessendgames.core.Piece)	piece	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#addPiece(cz.dusanrychnovsky.chessendgames.core.Piece)#$@$#king#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	king	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#addPiece(cz.dusanrychnovsky.chessendgames.core.Piece)#$@$#king#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	king	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#addPiece(cz.dusanrychnovsky.chessendgames.core.Piece)#$@$#piece#$@$#PARAMETER	cz.dusanrychnovsky.chessendgames.core.Player	addPiece(cz.dusanrychnovsky.chessendgames.core.Piece)	piece	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#addPiece(cz.dusanrychnovsky.chessendgames.core.Piece)#$@$#pieces.add#$@$#METHOD	java.util.List	add(E)	null	null	null
cz.dusanrychnovsky.chessendgames.core.Player#$@$#addPiece(cz.dusanrychnovsky.chessendgames.core.Piece)#$@$#pieces#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	pieces	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#addPiece(cz.dusanrychnovsky.chessendgames.core.Piece)#$@$#piece#$@$#PARAMETER	cz.dusanrychnovsky.chessendgames.core.Player	addPiece(cz.dusanrychnovsky.chessendgames.core.Piece)	piece	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#removeAllPieces()#$@$#pieces.clear#$@$#METHOD	java.util.List	clear()	null	null	null
cz.dusanrychnovsky.chessendgames.core.Player#$@$#removeAllPieces()#$@$#pieces#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	pieces	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#removeAllPieces()#$@$#king#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	king	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#getPieces()#$@$#Collections.unmodifiableList#$@$#METHOD	java.util.Collections	unmodifiableList(java.util.List)	null	null	null
cz.dusanrychnovsky.chessendgames.core.Player#$@$#getPieces()#$@$#pieces#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	pieces	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#getKing()#$@$#king#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	king	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#getOpponent()#$@$#opponent#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	opponent	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#hashCode()#$@$#color.hashCode#$@$#METHOD	java.lang.Enum	hashCode()	null	null	null
cz.dusanrychnovsky.chessendgames.core.Player#$@$#hashCode()#$@$#color#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	color	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#equals(java.lang.Object)#$@$#obj#$@$#PARAMETER	cz.dusanrychnovsky.chessendgames.core.Player	equals(java.lang.Object)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#equals(java.lang.Object)#$@$#obj#$@$#PARAMETER	cz.dusanrychnovsky.chessendgames.core.Player	equals(java.lang.Object)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#equals(java.lang.Object)#$@$#color.equals#$@$#METHOD	java.lang.Enum	equals(java.lang.Object)	null	null	null
cz.dusanrychnovsky.chessendgames.core.Player#$@$#equals(java.lang.Object)#$@$#color#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	color	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#equals(java.lang.Object)#$@$#other.color#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	color	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.core.Player#$@$#toString()#$@$#color.toString#$@$#METHOD	java.lang.Enum	toString()	null	null	null
cz.dusanrychnovsky.chessendgames.core.Player#$@$#toString()#$@$#color#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.Player	null	color	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/Player.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#GUIAdapter()#$@$#PrecomputedValues.class.getResourceAsStream#$@$#METHOD	java.lang.Class	getResourceAsStream(java.lang.String)	null	null	null
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#GUIAdapter()#$@$#cz.dusanrychnovsky.chessendgames.core.strategies.PrecomputedValues.class#$@$#FIELD	cz.dusanrychnovsky.chessendgames.core.strategies.PrecomputedValues	null	class	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/strategies/PrecomputedValues.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#GUIAdapter()#$@$#strategy#$@$#FIELD	cz.dusanrychnovsky.chessendgames.gui.GUIAdapter	null	strategy	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/GUIAdapter.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#GUIAdapter()#$@$#PrecomputedValues.load#$@$#METHOD	cz.dusanrychnovsky.chessendgames.core.strategies.PrecomputedValues	load(java.io.ObjectInputStream)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/core/strategies/PrecomputedValues.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#GUIAdapter()#$@$#in.close#$@$#METHOD	java.io.ObjectInputStream	close()	null	null	null
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#GUIAdapter()#$@$#splashScreen.close#$@$#METHOD	cz.dusanrychnovsky.chessendgames.gui.SplashScreen	close()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/SplashScreen.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#GUIAdapter()#$@$#window#$@$#FIELD	cz.dusanrychnovsky.chessendgames.gui.GUIAdapter	null	window	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/GUIAdapter.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#GUIAdapter()#$@$#this#$@$#FIELD	cz.dusanrychnovsky.chessendgames.gui.GUIAdapter	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/GUIAdapter.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#GUIAdapter()#$@$#initGame#$@$#METHOD	cz.dusanrychnovsky.chessendgames.gui.GUIAdapter	initGame()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/GUIAdapter.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#initGame()#$@$#currentState#$@$#FIELD	cz.dusanrychnovsky.chessendgames.gui.GUIAdapter	null	currentState	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/GUIAdapter.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#initGame()#$@$#window.setSituation#$@$#METHOD	cz.dusanrychnovsky.chessendgames.gui.Window	setSituation(cz.dusanrychnovsky.chessendgames.core.Situation)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/Window.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#initGame()#$@$#window#$@$#FIELD	cz.dusanrychnovsky.chessendgames.gui.GUIAdapter	null	window	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/GUIAdapter.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#initGame()#$@$#currentState.getSituation#$@$#METHOD	cz.dusanrychnovsky.chessendgames.gui.GUIAdapter$GameState	getSituation()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/GUIAdapter.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#initGame()#$@$#currentState#$@$#FIELD	cz.dusanrychnovsky.chessendgames.gui.GUIAdapter	null	currentState	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/GUIAdapter.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#initGame()#$@$#window.setStatus#$@$#METHOD	cz.dusanrychnovsky.chessendgames.gui.Window	setStatus(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/Window.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#initGame()#$@$#window#$@$#FIELD	cz.dusanrychnovsky.chessendgames.gui.GUIAdapter	null	window	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/GUIAdapter.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#initGame()#$@$#currentState.getStatusMessage#$@$#METHOD	cz.dusanrychnovsky.chessendgames.gui.GUIAdapter$GameState	getStatusMessage()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/GUIAdapter.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#initGame()#$@$#currentState#$@$#FIELD	cz.dusanrychnovsky.chessendgames.gui.GUIAdapter	null	currentState	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/GUIAdapter.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#onMouseClicked(cz.dusanrychnovsky.chessendgames.core.Position)#$@$#currentState#$@$#FIELD	cz.dusanrychnovsky.chessendgames.gui.GUIAdapter	null	currentState	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/GUIAdapter.java
cz.dusanrychnovsky.chessendgames.gui.GUIAdapter#$@$#onMouseClicked(cz.dusanrychnovsky.chessendgames.core.Position)#$@$#currentState.handle#$@$#METHOD	cz.dusanrychnovsky.chessendgames.gui.GUIAdapter$GameState	handle(cz.dusanrychnovsky.chessendgames.core.Position)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url9d32402837_dusan_rychnovsky_chess_endgames_tgz-pJ8-cz_dusanrychnovsky_chessendgames_core_strategies_PrecomputedValuesJ8/src/cz/dusanrychnovsky/chessendgames/gui/GUIAdapter.java
