enc_class	enc_method	exp	kind	class	method	param	index	uri
org.argparser.ArgParserTest#$@$#verify(boolean,java.lang.String)#$@$#ok#$@$#PARAMETER	org.argparser.ArgParserTest	verify(boolean,java.lang.String)	ok	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(java.lang.String,boolean,java.lang.String,boolean)#$@$#high#$@$#FIELD	org.argparser.ArgParserTest$RngCheck	null	high	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(java.lang.String,boolean,java.lang.String,boolean)#$@$#s2#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	RngCheck(java.lang.String,boolean,java.lang.String,boolean)	s2	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(java.lang.String,boolean,java.lang.String,boolean)#$@$#c2#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	RngCheck(java.lang.String,boolean,java.lang.String,boolean)	c2	3	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(java.lang.String,boolean,java.lang.String,boolean)#$@$#type#$@$#FIELD	org.argparser.ArgParserTest$RngCheck	null	type	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(double,boolean,double,boolean)#$@$#low#$@$#FIELD	org.argparser.ArgParserTest$RngCheck	null	low	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(double,boolean,double,boolean)#$@$#d1#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	RngCheck(double,boolean,double,boolean)	d1	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(double,boolean,double,boolean)#$@$#c1#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	RngCheck(double,boolean,double,boolean)	c1	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(double,boolean,double,boolean)#$@$#high#$@$#FIELD	org.argparser.ArgParserTest$RngCheck	null	high	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(double,boolean,double,boolean)#$@$#d2#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	RngCheck(double,boolean,double,boolean)	d2	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(double,boolean,double,boolean)#$@$#c2#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	RngCheck(double,boolean,double,boolean)	c2	3	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(double,boolean,double,boolean)#$@$#type#$@$#FIELD	org.argparser.ArgParserTest$RngCheck	null	type	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(long,boolean,long,boolean)#$@$#low#$@$#FIELD	org.argparser.ArgParserTest$RngCheck	null	low	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(long,boolean,long,boolean)#$@$#l1#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	RngCheck(long,boolean,long,boolean)	l1	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(long,boolean,long,boolean)#$@$#c1#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	RngCheck(long,boolean,long,boolean)	c1	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(long,boolean,long,boolean)#$@$#high#$@$#FIELD	org.argparser.ArgParserTest$RngCheck	null	high	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(long,boolean,long,boolean)#$@$#l2#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	RngCheck(long,boolean,long,boolean)	l2	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(long,boolean,long,boolean)#$@$#c2#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	RngCheck(long,boolean,long,boolean)	c2	3	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#RngCheck(long,boolean,long,boolean)#$@$#type#$@$#FIELD	org.argparser.ArgParserTest$RngCheck	null	type	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#verify#$@$#METHOD	org.argparser.ArgParserTest	verify(boolean,java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra.getLow#$@$#METHOD	org.argparser.ArgParser$RangeAtom	getLow()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParser.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	check(org.argparser.ArgParser.RangeAtom)	ra	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#low#$@$#FIELD	org.argparser.ArgParserTest$RngCheck	null	low	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra.getLow#$@$#METHOD	org.argparser.ArgParser$RangeAtom	getLow()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParser.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	check(org.argparser.ArgParser.RangeAtom)	ra	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#low#$@$#FIELD	org.argparser.ArgParserTest$RngCheck	null	low	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#verify#$@$#METHOD	org.argparser.ArgParserTest	verify(boolean,java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra.getHigh#$@$#METHOD	org.argparser.ArgParser$RangeAtom	getHigh()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParser.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	check(org.argparser.ArgParser.RangeAtom)	ra	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#high#$@$#FIELD	org.argparser.ArgParserTest$RngCheck	null	high	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra.getHigh#$@$#METHOD	org.argparser.ArgParser$RangeAtom	getHigh()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParser.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	check(org.argparser.ArgParser.RangeAtom)	ra	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#high#$@$#FIELD	org.argparser.ArgParserTest$RngCheck	null	high	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra.getLow#$@$#METHOD	org.argparser.ArgParser$RangeAtom	getLow()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParser.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	check(org.argparser.ArgParser.RangeAtom)	ra	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#type#$@$#FIELD	org.argparser.ArgParserTest$RngCheck	null	type	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#verify#$@$#METHOD	org.argparser.ArgParserTest	verify(boolean,java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra.getLow().lval#$@$#FIELD	org.argparser.ArgParser$RangePnt	null	lval	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParser.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra.getLow#$@$#METHOD	org.argparser.ArgParser$RangeAtom	getLow()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParser.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	check(org.argparser.ArgParser.RangeAtom)	ra	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#low.lval#$@$#FIELD	org.argparser.ArgParser$RangePnt	null	lval	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParser.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#low#$@$#FIELD	org.argparser.ArgParserTest$RngCheck	null	low	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra.getLow#$@$#METHOD	org.argparser.ArgParser$RangeAtom	getLow()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParser.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra#$@$#PARAMETER	org.argparser.ArgParserTest$RngCheck	check(org.argparser.ArgParser.RangeAtom)	ra	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#low#$@$#FIELD	org.argparser.ArgParserTest$RngCheck	null	low	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#verify#$@$#METHOD	org.argparser.ArgParserTest	verify(boolean,java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParserTest.java
org.argparser.ArgParserTest$RngCheck#$@$#check(org.argparser.ArgParser.RangeAtom)#$@$#ra.getLow().dval#$@$#FIELD	org.argparser.ArgParser$RangePnt	null	dval	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url5681492665_ArgParser_Java_ArgParser_tgz-pJ8-org_argparser_ArgParserTestJ8/src/org/argparser/ArgParser.java
