enc_class	enc_method	exp	kind	class	method	param	index	uri
hobo.Main#$@$#main(java.lang.String[])#$@$#graphical#$@$#METHOD	hobo.Main	graphical()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#run()#$@$#mainFrame#$@$#FIELD	hobo.Main$1	null	mainFrame	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#run()#$@$#java.awt.BorderLayout.PAGE_END#$@$#FIELD	java.awt.BorderLayout	null	PAGE_END	null	null
hobo.Main$1#$@$#run()#$@$#mainFrame.setDefaultCloseOperation#$@$#METHOD	javax.swing.JFrame	setDefaultCloseOperation(int)	null	null	null
hobo.Main$1#$@$#run()#$@$#mainFrame#$@$#FIELD	hobo.Main$1	null	mainFrame	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#run()#$@$#javax.swing.WindowConstants.EXIT_ON_CLOSE#$@$#FIELD	javax.swing.WindowConstants	null	EXIT_ON_CLOSE	null	null
hobo.Main$1#$@$#run()#$@$#mainFrame.pack#$@$#METHOD	java.awt.Window	pack()	null	null	null
hobo.Main$1#$@$#run()#$@$#mainFrame#$@$#FIELD	hobo.Main$1	null	mainFrame	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#run()#$@$#mainFrame.setVisible#$@$#METHOD	java.awt.Window	setVisible(boolean)	null	null	null
hobo.Main$1#$@$#run()#$@$#mainFrame#$@$#FIELD	hobo.Main$1	null	mainFrame	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#setupNewGameFrame()#$@$#f.setLayout#$@$#METHOD	javax.swing.JFrame	setLayout(java.awt.LayoutManager)	null	null	null
hobo.Main$1#$@$#setupNewGameFrame()#$@$#labels.length#$@$#FIELD	Array	null	length	null	null
hobo.Main$1#$@$#setupNewGameFrame()#$@$#labels.length#$@$#FIELD	Array	null	length	null	null
hobo.Main$1#$@$#setupNewGameFrame()#$@$#f.add#$@$#METHOD	java.awt.Container	add(java.awt.Component)	null	null	null
hobo.Main$1#$@$#setupNewGameFrame()#$@$#f.add#$@$#METHOD	java.awt.Container	add(java.awt.Component)	null	null	null
hobo.Main$1#$@$#setupNewGameFrame()#$@$#okbutton.addActionListener#$@$#METHOD	javax.swing.AbstractButton	addActionListener(java.awt.event.ActionListener)	null	null	null
hobo.Main$1$2#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#fields.length#$@$#FIELD	Array	null	length	null	null
hobo.Main$1$2#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#field.getText#$@$#METHOD	javax.swing.text.JTextComponent	getText()	null	null	null
hobo.Main$1$2#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#newGame#$@$#METHOD	hobo.Main$1	newGame(java.lang.String[])	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1$2#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#f.setVisible#$@$#METHOD	java.awt.Window	setVisible(boolean)	null	null	null
hobo.Main$1#$@$#setupNewGameFrame()#$@$#f.add#$@$#METHOD	java.awt.Container	add(java.awt.Component)	null	null	null
hobo.Main$1#$@$#setupNewGameFrame()#$@$#f.setDefaultCloseOperation#$@$#METHOD	javax.swing.JFrame	setDefaultCloseOperation(int)	null	null	null
hobo.Main$1#$@$#setupNewGameFrame()#$@$#javax.swing.WindowConstants.HIDE_ON_CLOSE#$@$#FIELD	javax.swing.WindowConstants	null	HIDE_ON_CLOSE	null	null
hobo.Main$1#$@$#setupNewGameFrame()#$@$#f.pack#$@$#METHOD	java.awt.Window	pack()	null	null	null
hobo.Main$1#$@$#newGame(java.lang.String[])#$@$#configurations.length#$@$#FIELD	Array	null	length	null	null
hobo.Main$1#$@$#newGame(java.lang.String[])#$@$#configurations#$@$#PARAMETER	hobo.Main$1	newGame(java.lang.String[])	configurations	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String[])#$@$#configurations[i].trim#$@$#METHOD	java.lang.String	trim()	null	null	null
hobo.Main$1#$@$#newGame(java.lang.String[])#$@$#configurations#$@$#PARAMETER	hobo.Main$1	newGame(java.lang.String[])	configurations	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String[])#$@$#s.isEmpty#$@$#METHOD	java.lang.String	isEmpty()	null	null	null
hobo.Main$1#$@$#newGame(java.lang.String[])#$@$#players.add#$@$#METHOD	java.util.List	add(E)	null	null	null
hobo.Main$1#$@$#newGame(java.lang.String[])#$@$#Player.fromConfiguration#$@$#METHOD	hobo.Player	fromConfiguration(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Player.java
hobo.Main$1#$@$#newGame(java.lang.String[])#$@$#newGame#$@$#METHOD	hobo.Main$1	newGame(java.lang.String,hobo.Player[])	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String[])#$@$#configurations#$@$#PARAMETER	hobo.Main$1	newGame(java.lang.String[])	configurations	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String[])#$@$#players.toArray#$@$#METHOD	java.util.List	toArray(T[])	null	null	null
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#players#$@$#PARAMETER	hobo.Main$1	newGame(java.lang.String,hobo.Player[])	players	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#((HumanPlayer)p).setUI#$@$#METHOD	hobo.HumanPlayer	setUI(hobo.PlayerInteraction)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/HumanPlayer.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#gp.getUserInterface#$@$#METHOD	hobo.graphics.GamePanel	getUserInterface()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/graphics/GamePanel.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#configuration#$@$#PARAMETER	hobo.Main$1	newGame(java.lang.String,hobo.Player[])	configuration	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#players#$@$#PARAMETER	hobo.Main$1	newGame(java.lang.String,hobo.Player[])	players	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#g.registerObserver#$@$#METHOD	hobo.Game	registerObserver(hobo.GameObserver)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Game.java
hobo.Main$1$3#$@$#observe(hobo.Event)#$@$#javax.swing.SwingUtilities.invokeAndWait#$@$#METHOD	javax.swing.SwingUtilities	invokeAndWait(java.lang.Runnable)	null	null	null
hobo.Main$1$3$1#$@$#run()#$@$#gp.reflect#$@$#METHOD	hobo.graphics.GamePanel	reflect(hobo.State)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/graphics/GamePanel.java
hobo.Main$1$3$1#$@$#run()#$@$#e.state#$@$#FIELD	hobo.Event	null	state	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Event.java
hobo.Main$1$3$1#$@$#run()#$@$#e#$@$#PARAMETER	hobo.Main$1$3	observe(hobo.Event)	e	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1$3$1#$@$#run()#$@$#gp.repaint#$@$#METHOD	java.awt.Component	repaint()	null	null	null
hobo.Main$1$3#$@$#observe(hobo.Event)#$@$#g.abort#$@$#METHOD	hobo.Game	abort()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Game.java
hobo.Main$1$3#$@$#observe(hobo.Event)#$@$#ex.printStackTrace#$@$#METHOD	java.lang.Throwable	printStackTrace()	null	null	null
hobo.Main$1$3#$@$#observe(hobo.Event)#$@$#System.exit#$@$#METHOD	java.lang.System	exit(int)	null	null	null
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#gameThread#$@$#FIELD	hobo.Main$1	null	gameThread	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#game.abort#$@$#METHOD	hobo.Game	abort()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Game.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#game#$@$#FIELD	hobo.Main$1	null	game	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#gameThread.interrupt#$@$#METHOD	java.lang.Thread	interrupt()	null	null	null
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#gameThread#$@$#FIELD	hobo.Main$1	null	gameThread	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#game#$@$#FIELD	hobo.Main$1	null	game	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#gamePanel#$@$#FIELD	hobo.Main$1	null	gamePanel	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#mainFrame.remove#$@$#METHOD	javax.swing.JFrame	remove(java.awt.Component)	null	null	null
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#mainFrame#$@$#FIELD	hobo.Main$1	null	mainFrame	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#gamePanel#$@$#FIELD	hobo.Main$1	null	gamePanel	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#gamePanel#$@$#FIELD	hobo.Main$1	null	gamePanel	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#mainFrame.add#$@$#METHOD	java.awt.Container	add(java.awt.Component,java.lang.Object)	null	null	null
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#mainFrame#$@$#FIELD	hobo.Main$1	null	mainFrame	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#gamePanel#$@$#FIELD	hobo.Main$1	null	gamePanel	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#java.awt.BorderLayout.CENTER#$@$#FIELD	java.awt.BorderLayout	null	CENTER	null	null
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#mainFrame.validate#$@$#METHOD	java.awt.Container	validate()	null	null	null
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#mainFrame#$@$#FIELD	hobo.Main$1	null	mainFrame	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#mainFrame.pack#$@$#METHOD	java.awt.Window	pack()	null	null	null
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#mainFrame#$@$#FIELD	hobo.Main$1	null	mainFrame	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#gameThread#$@$#FIELD	hobo.Main$1	null	gameThread	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.Main$1$4#$@$#run()#$@$#g.play#$@$#METHOD	hobo.Game	play()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Game.java
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#gameThread.start#$@$#METHOD	java.lang.Thread	start()	null	null	null
hobo.Main$1#$@$#newGame(java.lang.String,hobo.Player[])#$@$#gameThread#$@$#FIELD	hobo.Main$1	null	gameThread	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Main.java
hobo.UncertainPlayer#$@$#UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)#$@$#this.name#$@$#FIELD	hobo.Player	null	name	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/Player.java
hobo.UncertainPlayer#$@$#UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)#$@$#this#$@$#FIELD	hobo.UncertainPlayer	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/UncertainPlayer.java
hobo.UncertainPlayer#$@$#UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)#$@$#name#$@$#PARAMETER	hobo.UncertainPlayer	UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)	name	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/UncertainPlayer.java
hobo.UncertainPlayer#$@$#UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)#$@$#this.player#$@$#FIELD	hobo.UncertainPlayer	null	player	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/UncertainPlayer.java
hobo.UncertainPlayer#$@$#UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)#$@$#this#$@$#FIELD	hobo.UncertainPlayer	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/UncertainPlayer.java
hobo.UncertainPlayer#$@$#UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)#$@$#player#$@$#PARAMETER	hobo.UncertainPlayer	UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)	player	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/UncertainPlayer.java
hobo.UncertainPlayer#$@$#UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)#$@$#this.sample_size#$@$#FIELD	hobo.UncertainPlayer	null	sample_size	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/UncertainPlayer.java
hobo.UncertainPlayer#$@$#UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)#$@$#this#$@$#FIELD	hobo.UncertainPlayer	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/UncertainPlayer.java
hobo.UncertainPlayer#$@$#UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)#$@$#sample_size#$@$#PARAMETER	hobo.UncertainPlayer	UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)	sample_size	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/UncertainPlayer.java
hobo.UncertainPlayer#$@$#UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)#$@$#this.decision_time#$@$#FIELD	hobo.UncertainPlayer	null	decision_time	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/UncertainPlayer.java
hobo.UncertainPlayer#$@$#UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)#$@$#this#$@$#FIELD	hobo.UncertainPlayer	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/UncertainPlayer.java
hobo.UncertainPlayer#$@$#UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)#$@$#decision_time#$@$#PARAMETER	hobo.UncertainPlayer	UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)	decision_time	3	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/UncertainPlayer.java
hobo.UncertainPlayer#$@$#UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)#$@$#this.seed#$@$#FIELD	hobo.UncertainPlayer	null	seed	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/UncertainPlayer.java
hobo.UncertainPlayer#$@$#UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)#$@$#this#$@$#FIELD	hobo.UncertainPlayer	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/UncertainPlayer.java
hobo.UncertainPlayer#$@$#UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)#$@$#seed#$@$#PARAMETER	hobo.UncertainPlayer	UncertainPlayer(java.lang.String,hobo.Player,int,int,long,double,boolean)	seed	4	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/UncertainPlayer.java
